name,year_start,year_end,position,height,weight,birth_date,college
Bud Ogden,1970,1971.0,F,6-6,215.0,1946-12-29,Santa Clara University
Ralph Ogden,1971,1971.0,F,6-5,205.0,1948-01-25,Santa Clara University
Alan Ogg,1991,1993.0,C,7-2,240.0,1967-07-05,University of Alabama at Birmingham
Don Ohl,1961,1970.0,G,6-3,190.0,1936-04-18,University of Illinois at Urbana-Champaign
Tim Ohlbrecht,2013,2013.0,C,6-11,255.0,1988-08-30,
Semi Ojeleye,2018,2018.0,F,6-7,241.0,1994-12-05,Southern Methodist University
Emeka Okafor,2005,2013.0,C-F,6-10,252.0,1982-09-28,University of Connecticut
Jahlil Okafor,2016,2018.0,C-F,6-11,275.0,1995-12-15,Duke University
Mehmet Okur,2003,2012.0,C-F,6-11,249.0,1979-05-26,
Victor Oladipo,2014,2018.0,G,6-4,210.0,1992-05-04,Indiana University
Hakeem Olajuwon,1985,2002.0,C,7-0,255.0,1963-01-21,University of Houston
Mark Olberding,1976,1987.0,F,6-8,225.0,1956-04-21,University of Minnesota
Jawann Oldham,1981,1991.0,C,7-0,215.0,1957-07-04,Seattle University
John Oldham,1950,1951.0,G,6-3,175.0,1923-06-22,Western Kentucky University
Frank Oleynick,1976,1977.0,G,6-2,185.0,1955-02-20,Seattle University
John Olive,1979,1980.0,F,6-7,210.0,1955-03-01,Villanova University
Brian Oliver,1991,1998.0,G,6-4,210.0,1968-06-01,Georgia Institute of Technology
Dean Oliver,2002,2003.0,G,5-11,180.0,1978-11-05,University of Iowa
Jimmy Oliver,1992,1999.0,G-F,6-5,205.0,1969-07-12,Purdue University
Kevin Ollie,1998,2010.0,G,6-4,195.0,1972-12-27,University of Connecticut
Gene Ollrich,1950,1950.0,G,5-11,160.0,1922-06-30,Drake University
Michael Olowokandi,1999,2007.0,C,7-0,269.0,1975-04-03,University of the Pacific
Bud Olsen,1963,1970.0,F-C,6-8,220.0,1940-07-25,University of Louisville
Kelly Olynyk,2014,2018.0,C-F,7-0,238.0,1991-04-19,Gonzaga University
Arinze Onuaku,2014,2017.0,C,6-9,255.0,1987-07-13,Syracuse University
Chinanu Onuaku,2017,2017.0,F-C,6-10,245.0,1996-11-01,University of Louisville
Barry Orms,1969,1970.0,G,6-3,190.0,1946-05-01,Saint Louis University
Johnny Orr,1950,1950.0,F,6-3,195.0,1927-06-10,Beloit College
Louis Orr,1981,1988.0,F,6-8,175.0,1958-05-07,Syracuse University
Jose Ortiz,1989,1990.0,F,6-10,225.0,1963-10-25,Oregon State University
Daniel Orton,2012,2014.0,C-F,6-10,255.0,1990-08-06,University of Kentucky
Chuck Osborne,1962,1962.0,F,6-6,210.0,1939-01-21,Western Kentucky University
Cedi Osman,2018,2018.0,F,6-8,210.0,1995-04-08,
Wally Osterkorn,1952,1955.0,F-C,6-5,215.0,1928-07-06,University of Illinois at Urbana-Champaign
Greg Ostertag,1996,2006.0,C,7-2,280.0,1973-03-06,University of Kansas
Matt Othick,1993,1993.0,G,6-2,165.0,1969-03-16,University of Arizona
Don Otten,1950,1953.0,C,6-10,240.0,1921-04-18,Bowling Green State University
Mac Otten,1950,1950.0,F-C,6-7,220.0,1925-12-16,Bowling Green State University
Kelly Oubre,2016,2018.0,F,6-7,205.0,1995-12-09,University of Kansas
Bo Outlaw,1994,2008.0,F,6-8,210.0,1971-04-13,University of Houston
Travis Outlaw,2004,2014.0,F,6-9,210.0,1984-09-18,
Claude Overton,1953,1953.0,G,6-2,195.0,1927-12-16,East Central University
Doug Overton,1993,2004.0,G,6-3,190.0,1969-08-03,La Salle University
Andre Owens,2006,2008.0,G,6-4,200.0,1980-10-31,University of Houston
Billy Owens,1992,2001.0,F-G,6-8,220.0,1969-05-01,Syracuse University
Chris Owens,2003,2003.0,F,6-7,245.0,1979-03-01,University of Texas at Austin
Eddie Owens,1978,1978.0,F,6-7,210.0,1953-12-26,"University of Nevada, Las Vegas"
Jim Owens,1974,1975.0,F,6-5,200.0,1950-05-01,Arizona State University
Keith Owens,1992,1992.0,F,6-7,225.0,1969-05-31,"University of California, Los Angeles"
Larry Owens,2011,2012.0,F,6-7,210.0,1983-01-08,Oral Roberts University
Red Owens,1950,1952.0,G-F,6-3,185.0,1925-09-02,Baylor University
Tom Owens,1972,1983.0,C-F,6-10,215.0,1949-06-28,University of South Carolina
Ray Owes,1997,1997.0,F,6-9,224.0,1972-12-11,University of Arizona
Olumide Oyedeji,2001,2003.0,C,6-10,240.0,1981-05-11,
Joe Pace,1977,1978.0,C,6-10,220.0,1953-12-18,Coppin State University
Zaza Pachulia,2004,2018.0,C,6-11,270.0,1984-02-10,
Robert Pack,1992,2004.0,G,6-2,180.0,1969-02-03,University of Southern California
Wayne Pack,1975,1975.0,G,6-0,165.0,1950-07-05,Tennessee Technological University
Gerald Paddio,1991,1994.0,F-G,6-7,205.0,1965-04-21,"University of Nevada, Las Vegas"
Scott Padgett,2000,2007.0,F,6-9,240.0,1976-04-19,University of Kentucky
Dana Pagett,1972,1972.0,G,6-2,180.0,1949-03-29,University of Southern California
Marcus Paige,2018,2018.0,G,6-1,175.0,1993-09-11,University of North Carolina
Fred Paine,1949,1949.0,F,6-5,210.0,1925-12-07,Westminster College of Pennsylvania
Milt Palacio,2000,2006.0,G,6-3,195.0,1978-02-07,Colorado State University
Togo Palazzi,1955,1960.0,F-G,6-4,205.0,1932-08-08,College of the Holy Cross
Bud Palmer,1947,1949.0,F-C,6-4,180.0,1921-09-14,Princeton University
Errol Palmer,1968,1968.0,F,6-5,195.0,,DePaul University
Jim Palmer,1959,1961.0,F-C,6-8,224.0,1933-06-08,University of Dayton
Walter Palmer,1991,1993.0,C-F,7-1,215.0,1968-10-23,Dartmouth College
Andy Panko,2001,2001.0,F,6-9,222.0,1977-11-27,Lebanon Valley College
Georgios Papagiannis,2017,2018.0,C,7-1,240.0,1997-07-03,
Kostas Papanikolaou,2015,2016.0,F,6-8,225.0,1990-07-31,
Jannero Pargo,2003,2015.0,G,6-1,175.0,1979-10-22,University of Arkansas
Jeremy Pargo,2012,2013.0,G,6-2,219.0,1986-03-17,Gonzaga University
Easy Parham,1949,1951.0,F-G,6-3,200.0,1921-12-27,Texas Wesleyan University
Robert Parish,1977,1997.0,C,7-0,230.0,1953-08-30,Centenary College of Louisiana
Med Park,1956,1960.0,G-F,6-2,205.0,1933-04-11,University of Missouri
Anthony Parker,1998,2012.0,G,6-6,215.0,1975-06-19,Bradley University
Jabari Parker,2015,2017.0,F,6-8,250.0,1995-03-15,Duke University
Smush Parker,2003,2008.0,G,6-4,190.0,1981-06-01,Fordham University
Sonny Parker,1977,1982.0,F-G,6-6,200.0,1955-03-22,Texas A&M University
Tony Parker,2002,2018.0,G,6-2,185.0,1982-05-17,
Barry Parkhill,1974,1976.0,G,6-4,185.0,1951-05-10,University of Virginia
Jack Parkinson,1950,1950.0,G,6-0,174.0,1924-03-04,University of Kentucky
Charles Parks,1969,1969.0,F,6-5,210.0,,Idaho State University
Cherokee Parks,1996,2004.0,C-F,6-11,235.0,1972-10-11,Duke University
Richard Parks,1968,1968.0,F,6-7,235.0,1943-10-28,Saint Louis University
Jack Parr,1959,1959.0,C,6-9,220.0,1936-03-13,Kansas State University
Doyle Parrack,1947,1947.0,F-G,6-0,165.0,1921-12-06,Oklahoma State University
Charlie Parsley,1950,1950.0,G,6-2,175.0,1925-10-13,Western Kentucky University
Chandler Parsons,2012,2018.0,F,6-10,230.0,1988-10-25,University of Florida
Zarko Paspalj,1990,1990.0,F,6-9,215.0,1966-03-27,
Marty Passaglia,1947,1949.0,G,6-1,170.0,1919-04-22,Santa Clara University
George Pastushok,1947,1947.0,G,6-1,195.0,1922-07-13,St. John's University
Myles Patrick,1981,1981.0,F,6-8,220.0,1954-11-19,Auburn University
Stan Patrick,1950,1950.0,F-G,6-2,185.0,1922-05-05,University of Illinois at Urbana-Champaign
Andrae Patterson,1999,2000.0,F,6-9,238.0,1975-11-12,Indiana University
George Patterson,1968,1968.0,C-F,6-8,230.0,1939-11-26,University of Toledo
Lamar Patterson,2016,2017.0,G-F,6-5,225.0,1991-08-12,University of Pittsburgh
Patrick Patterson,2011,2018.0,F,6-9,230.0,1989-03-14,University of Kentucky
Ruben Patterson,1999,2008.0,F,6-5,224.0,1975-07-31,University of Cincinnati
Steve Patterson,1972,1976.0,C,6-9,225.0,1948-06-24,"University of California, Los Angeles"
Tom Patterson,1973,1974.0,F,6-6,220.0,1948-10-15,Ouachita Baptist University
Worthy Patterson,1958,1958.0,G,6-2,175.0,1931-06-17,University of Connecticut
Brandon Paul,2018,2018.0,G,6-4,200.0,1991-04-30,University of Illinois at Urbana-Champaign
Chris Paul,2006,2018.0,G,6-0,175.0,1985-05-06,Wake Forest University
Charlie Paulk,1969,1972.0,F-C,6-8,219.0,1946-06-14,Northeastern State University
Jerry Paulson,1958,1958.0,G,6-2,185.0,1935-07-21,Manhattan College
Billy Paultz,1971,1985.0,C-F,6-11,235.0,1948-07-30,St. John's University
Sasha Pavlovic,2004,2013.0,G-F,6-8,220.0,1983-11-15,
Jim Paxson,1980,1990.0,G-F,6-6,200.0,1957-07-09,University of Dayton
John Paxson,1984,1994.0,G,6-2,185.0,1960-09-29,University of Notre Dame
Johnny Payak,1950,1953.0,G-F,6-4,174.0,1926-11-20,Bowling Green State University
Adreian Payne,2015,2018.0,F-C,6-10,237.0,1991-02-19,Michigan State University
Cameron Payne,2016,2017.0,G,6-3,185.0,1994-08-08,Murray State University
Kenny Payne,1990,1993.0,F-G,6-8,195.0,1966-11-25,University of Louisville
Tom Payne,1972,1972.0,C,7-2,240.0,1950-11-19,University of Kentucky
Elfrid Payton,2015,2018.0,G,6-4,185.0,1994-02-22,University of Louisiana at Lafayette
Gary Payton,1991,2007.0,G,6-4,180.0,1968-07-23,Oregon State University
Mel Payton,1952,1953.0,F-G,6-4,185.0,1926-07-16,Tulane University
George Pearcy,1947,1947.0,G,6-1,165.0,1919-07-02,Indiana State University
Henry Pearcy,1947,1947.0,G,6-1,170.0,1922-07-21,Indiana State University
Oleksiy Pecherov,2008,2010.0,C,7-0,232.0,1985-12-08,
Wiley Peck,1980,1980.0,G,6-7,220.0,1957-09-15,Mississippi State University
Rich Peek,1968,1968.0,C,6-11,230.0,1943-10-28,Louisiana Tech University
Anthony Peeler,1993,2005.0,G,6-4,208.0,1969-11-25,University of Missouri
George Peeples,1968,1973.0,C-F,6-7,190.0,1943-10-30,University of Iowa
Nikola Peković,2011,2016.0,C,6-11,307.0,1986-01-03,
Jake Pelkington,1949,1949.0,C-F,6-6,220.0,1916-01-03,Manhattan College
Sam Pellom,1980,1983.0,F-C,6-9,225.0,1951-10-02,"University at Buffalo, State University of New York"
Mike Penberthy,2001,2002.0,G,6-3,185.0,1974-11-29,Master's College
Jerry Pender,1974,1974.0,G,6-2,185.0,1950-02-12,"California State University, Fresno"
Desmond Penigar,2004,2004.0,F,6-7,245.0,1981-07-16,Utah State University
Kirk Penney,2004,2005.0,G,6-5,220.0,1980-11-23,University of Wisconsin
Mike Peplowski,1994,1996.0,C,6-10,270.0,1970-10-15,Michigan State University
Will Perdue,1989,2001.0,C,7-0,240.0,1965-08-29,Vanderbilt University
Kendrick Perkins,2004,2016.0,C,6-10,270.0,1984-11-10,
Sam Perkins,1985,2001.0,F-C,6-9,235.0,1961-06-14,University of North Carolina
Warren Perkins,1950,1951.0,G-F,6-3,190.0,1922-02-02,Tulane University
Kosta Perovic,2008,2008.0,C,7-2,240.0,1985-02-19,
London Perrantes,2018,2018.0,G,6-2,200.0,1994-10-03,University of Virginia
Aulcie Perry,1975,1975.0,C,6-10,210.0,1950-07-03,Bethune-Cookman College
Curtis Perry,1971,1978.0,F,6-7,220.0,1948-09-13,Missouri State University
Elliot Perry,1992,2002.0,G,6-0,150.0,1969-03-28,University of Memphis
Ron Perry,1968,1970.0,G,6-3,190.0,1943-12-29,Virginia Polytechnic Institute and State University
Tim Perry,1989,1996.0,F-C,6-9,200.0,1965-06-04,Temple University
Chuck Person,1987,2000.0,F,6-8,220.0,1964-06-27,Auburn University
Wesley Person,1995,2005.0,G,6-6,195.0,1971-03-28,Auburn University
Alec Peters,2018,2018.0,F,6-9,232.0,1995-04-13,Valparaiso University
Jim Petersen,1985,1992.0,F-C,6-10,235.0,1962-02-22,University of Minnesota
Loy Petersen,1969,1970.0,G,6-5,205.0,1945-07-26,Oregon State University
Bob Peterson,1954,1956.0,F,6-5,210.0,1932-01-25,University of Oregon
Ed Peterson,1950,1951.0,C,6-9,220.0,1924-06-27,Cornell University
Mel Peterson,1964,1970.0,G-F,6-4,185.0,1938-03-23,Wheaton College
Morris Peterson,2001,2011.0,F,6-7,218.0,1977-08-26,Michigan State University
Geoff Petrie,1971,1976.0,G,6-4,190.0,1948-04-17,Princeton University
Johan Petro,2006,2013.0,C,7-0,247.0,1986-01-27,
Drazen Petrovic,1990,1993.0,G,6-5,195.0,1964-10-22,
Richard Petruska,1994,1994.0,C-F,6-10,260.0,1969-01-25,"University of California, Los Angeles"
Bob Pettit,1955,1965.0,F-C,6-9,205.0,1932-12-12,Louisiana State University
Jerry Pettway,1968,1969.0,G-F,6-3,185.0,1944-02-13,Northwood Institute
Roger Phegley,1979,1984.0,G-F,6-6,205.0,1956-10-16,Bradley University
Jack Phelan,1950,1950.0,F,6-5,195.0,1925-11-06,DePaul University
James Phelan,1954,1954.0,G,6-1,175.0,1929-03-19,La Salle University
Derrick Phelps,1995,1995.0,G,6-4,181.0,1972-07-31,University of North Carolina
Michael Phelps,1986,1988.0,G,6-4,180.0,1961-10-03,Alcorn State University
Andy Phillip,1948,1958.0,G-F,6-2,195.0,1922-03-07,University of Illinois at Urbana-Champaign
Eddie Phillips,1983,1983.0,F,6-7,225.0,1961-09-29,University of Alabama
Gary Phillips,1962,1966.0,G,6-3,189.0,1939-12-07,University of Houston
Gene Phillips,1972,1973.0,G,6-4,175.0,1948-10-25,Southern Methodist University
Bobby Phills,1992,2000.0,G,6-5,210.0,1969-12-20,Southern University and A&M College
Eric Piatkowski,1995,2008.0,G-F,6-7,215.0,1970-09-30,University of Nebraska
Walter Piatkowski,1969,1972.0,F,6-8,220.0,1945-06-11,Bowling Green State University
Paul Pierce,1999,2017.0,F-G,6-7,235.0,1977-10-13,University of Kansas
Ricky Pierce,1983,1998.0,G,6-4,205.0,1959-08-19,Rice University
Stan Pietkiewicz,1979,1981.0,G-F,6-5,200.0,1956-07-14,Auburn University
Mickael Pietrus,2004,2013.0,G-F,6-6,215.0,1982-02-07,
John Pilch,1952,1952.0,F,6-3,185.0,1925-07-11,University of Wyoming
Ed Pinckney,1986,1997.0,F,6-9,195.0,1963-03-27,Villanova University
Kevinn Pinkney,2007,2007.0,F,6-10,245.0,1983-10-20,"University of Nevada, Reno"
John Pinone,1984,1984.0,F,6-8,230.0,1961-02-19,Villanova University
Dave Piontek,1957,1963.0,F-C,6-6,230.0,1934-08-27,Xavier University
Tom Piotrowski,1984,1984.0,C,7-1,240.0,1960-10-17,La Salle University
Scottie Pippen,1988,2004.0,F-G,6-8,210.0,1965-09-25,University of Central Arkansas
Charles Pittman,1983,1986.0,F,6-8,220.0,1958-03-23,University of Maryland
Dexter Pittman,2011,2014.0,C,6-11,308.0,1988-03-02,University of Texas at Austin
Zoran Planinic,2004,2006.0,G,6-7,195.0,1982-09-12,
Tibor Pleiss,2016,2016.0,C,7-3,256.0,1989-11-02,
Marshall Plumlee,2017,2017.0,C,7-0,250.0,1992-07-14,Duke University
Mason Plumlee,2014,2018.0,C-F,6-11,245.0,1990-03-05,Duke University
Miles Plumlee,2013,2018.0,C-F,6-11,249.0,1988-09-01,Duke University
Gary Plummer,1985,1993.0,F-C,6-9,215.0,1962-02-21,Boston University
Pavel Podkolzin,2005,2006.0,C,7-5,260.0,1985-01-15,
Jakob Poeltl,2017,2018.0,C,7-0,248.0,1995-10-15,University of Utah
Dwayne Polee,1987,1987.0,G,6-5,180.0,1963-03-02,Pepperdine University
Jim Pollard,1949,1955.0,F-C,6-4,185.0,1922-07-09,Stanford University
Scot Pollard,1998,2008.0,C,6-11,265.0,1975-02-12,University of Kansas
Ralph Polson,1953,1953.0,F-C,6-7,200.0,1929-10-26,Whitworth
Olden Polynice,1988,2004.0,C-F,6-11,220.0,1964-11-21,University of Virginia
Cliff Pondexter,1976,1978.0,F-C,6-9,233.0,1954-09-15,"California State University, Long Beach"
Quincy Pondexter,2011,2018.0,G-F,6-7,220.0,1988-03-10,University of Washington
David Pope,1985,1986.0,F,6-7,220.0,1962-04-15,Norfolk State University
Mark Pope,1998,2005.0,F,6-10,235.0,1972-09-11,University of Kentucky
Dave Popson,1989,1992.0,F-C,6-10,220.0,1964-05-17,University of North Carolina
Ben Poquette,1978,1987.0,F-C,6-9,235.0,1955-05-07,Central Michigan University
Chris Porter,2001,2001.0,F,6-7,218.0,1978-05-09,Auburn University
Howard Porter,1972,1978.0,F-C,6-8,220.0,1948-08-31,Villanova University
Kevin Porter,1973,1983.0,G,6-0,170.0,1950-04-17,Saint Francis University
Otto Porter,2014,2018.0,F,6-8,198.0,1993-06-03,Georgetown University
Terry Porter,1986,2002.0,G,6-3,195.0,1963-04-08,University of Wisconsin-Stevens Point
Willie Porter,1968,1969.0,F,6-7,205.0,1942-07-03,Tennessee State University
